c,cleaned_mno,test_status,QOS_SignalStrength,Connection_Category_clean
350,raw_Tesco Mobile_Tesco,0,-78.0,3
7,raw_Tesco Mobile_Tesco,1,-100.0,2
107,raw_Tesco Mobile_Tesco,-1,-66.0,3
7,raw_Tesco Mobile_Tesco,4,-82.0,5G NSA
770,raw_Tesco Mobile_Tesco,0,-66.0,4
485,raw_Tesco Mobile_Tesco,-1,-92.0,3
6,raw_Tesco Mobile_Tesco,6,-104.0,3
666,raw_Tesco Mobile_Tesco,6,-108.0,4
168,raw_Tesco Mobile_Tesco,4,-104.0,4
1,raw_Tesco Mobile_Tesco,5,-94.0,3
